Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,region,type_encoded
2017-07-02,1.28,413263,179977,86915,2600,143769,94511,38696,10561,2017,SouthCarolina,0
2017-06-25,1.17,406520,190192,75673,2127,138526,87432,43444,7650,2017,SouthCarolina,0
2017-06-18,1.3,356093,159850,74051,2187,120003,81818,23600,14585,2017,SouthCarolina,0
2017-06-11,1.3,404634,189016,79763,2567,133287,87105,34472,11710,2017,SouthCarolina,0
2017-06-04,1.33,423186,213834,76898,2442,130010,86890,38375,4745,2017,SouthCarolina,0
2017-05-28,1.41,393303,181618,78082,2859,130741,102225,23365,5150,2017,SouthCarolina,0
2017-05-21,1.38,363333,163512,72321,2900,124599,91713,27830,5055,2017,SouthCarolina,0
2017-05-14,1.34,367894,163820,65765,2816,135491,103782,27148,4560,2017,SouthCarolina,0
2017-05-07,1.19,531412,256780,92639,3231,178760,120193,54591,3975,2017,SouthCarolina,0
2017-04-30,1.34,429088,208521,87676,2203,130687,88444,38293,3949,2017,SouthCarolina,0
2017-04-23,1.36,374054,161218,72371,2161,138302,109288,27426,1586,2017,SouthCarolina,0
2017-04-16,1.37,368844,161105,75615,2256,129866,92236,34384,3245,2017,SouthCarolina,0
2017-04-09,1.38,345869,153802,72253,2212,117600,82167,31317,4116,2017,SouthCarolina,0
2017-04-02,1.38,366510,141146,73888,2180,149295,122294,24716,2285,2017,SouthCarolina,0
2017-03-26,1.41,343469,146122,75527,2188,119630,91327,26397,1905,2017,SouthCarolina,0
2017-03-19,1.37,332804,128918,76830,2452,124602,89623,33294,1685,2017,SouthCarolina,0
2017-03-12,1.4,325834,135698,76260,2778,111097,79135,31292,670,2017,SouthCarolina,0
2017-03-05,1.31,326142,137486,76876,4078,107701,78628,29047,25,2017,SouthCarolina,0
2017-02-26,1.06,404208,189463,97078,4420,113247,91626,20450,1170,2017,SouthCarolina,0
2017-02-19,1.14,331446,150107,76620,2862,101856,78346,22320,1190,2017,SouthCarolina,0
2017-02-12,0.99,395220,190775,83866,2382,118195,92656,25474,65,2017,SouthCarolina,0
2017-02-05,0.81,706098,365828,182799,6024,151445,92596,58746,102,2017,SouthCarolina,0
2017-01-29,1.11,395411,174671,85091,3175,132472,91776,40642,54,2017,SouthCarolina,0
2017-01-22,1.0,451738,159931,121922,6643,163240,98463,64777,0,2017,SouthCarolina,0
2017-01-15,1.14,369916,167680,86901,2850,112483,70024,42458,0,2017,SouthCarolina,0
2017-01-08,1.15,352660,154597,75966,3127,118968,83272,35695,0,2017,SouthCarolina,0
2017-01-01,1.0,402162,166822,105262,5223,124854,57344,67509,0,2017,SouthCarolina,0
2017-12-31,0.85,6150665,2819105,1288524,22204,2020830,1456270,563984,575,2017,SouthCentral,0
2017-12-24,1.0,5140296,2608912,875474,19843,1636066,1229407,406416,242,2017,SouthCentral,0
2017-12-17,0.9,4951756,2460827,956506,17333,1517088,1167760,349011,317,2017,SouthCentral,0
2017-12-10,0.8,6113749,2897662,1093963,25059,2097064,1732882,363630,551,2017,SouthCentral,0
2017-12-03,0.84,6037641,2801657,1222335,27629,1986021,1596144,389649,228,2017,SouthCentral,0
2017-11-26,0.96,4362824,2377638,713646,14770,1256771,870931,385677,162,2017,SouthCentral,0
2017-11-19,0.97,4864335,2719309,742890,17529,1384607,973474,409491,1642,2017,SouthCentral,0
2017-11-12,0.95,5627547,2730492,1207080,27925,1662050,1146657,514869,525,2017,SouthCentral,0
2017-11-05,0.99,5798077,2770715,1154114,24089,1849158,1127480,716953,4725,2017,SouthCentral,0
2017-10-29,1.1,5167419,2567803,938018,12452,1649145,1013799,634225,1120,2017,SouthCentral,0
2017-10-22,1.15,4919102,2541201,796819,11499,1569581,1211443,357979,159,2017,SouthCentral,0
2017-10-15,1.3,4553170,2390226,797892,8836,1356214,976323,379688,202,2017,SouthCentral,0
2017-10-08,1.32,4735152,2484149,842457,6332,1402212,1011503,390140,569,2017,SouthCentral,0
2017-10-01,1.34,4488892,2373892,775342,7963,1331694,952665,378804,223,2017,SouthCentral,0
2017-09-24,1.33,4405343,2350943,750401,6455,1297543,965684,331517,340,2017,SouthCentral,0
2017-09-17,1.27,4685091,2583311,836032,7144,1258604,897888,358252,2463,2017,SouthCentral,0
2017-09-10,1.22,4926555,2756276,771799,12730,1385750,1011681,365700,8367,2017,SouthCentral,0
2017-09-03,1.24,4677784,2610726,799483,11103,1256471,925948,319844,10677,2017,SouthCentral,0
2017-08-27,1.17,5303260,2926795,860801,11576,1504087,1125461,367930,10695,2017,SouthCentral,0
2017-08-20,1.06,5412866,2733435,1013579,9937,1655914,962288,683111,10514,2017,SouthCentral,0
2017-08-13,1.05,6058478,2794533,1399558,22466,1841920,940654,893304,7961,2017,SouthCentral,0
2017-08-06,1.03,5882728,3063985,1282288,18165,1518289,1037654,457240,23395,2017,SouthCentral,0
2017-07-30,1.06,5548390,2922902,1156832,15183,1453471,1010568,424211,18691,2017,SouthCentral,0
2017-07-23,1.05,5550586,2881726,1185462,16702,1466694,1013213,427812,25668,2017,SouthCentral,0
2017-07-16,1.02,5780893,2730101,1369045,19641,1662103,1083666,557527,20910,2017,SouthCentral,0
2017-07-09,0.86,7194967,3208920,1183761,19559,2782725,2120458,656778,5488,2017,SouthCentral,0
2017-07-02,0.92,6675892,3159081,1239433,25461,2251915,1790494,457729,3692,2017,SouthCentral,0
2017-06-25,0.92,6466429,3274928,1121983,16796,2052721,1518938,530616,3166,2017,SouthCentral,0
2017-06-18,0.89,7417264,3419006,1543629,28126,2426500,1501763,923549,1187,2017,SouthCentral,0
2017-06-11,0.93,6526488,3540683,1042887,21574,1921343,1496503,401617,23222,2017,SouthCentral,0
2017-06-04,0.93,6585882,3465782,1015653,20437,2084009,1636585,413725,33697,2017,SouthCentral,0
2017-05-28,0.96,6549043,3495036,1267551,27015,1759440,1322192,405650,31597,2017,SouthCentral,0
2017-05-21,0.94,6084796,3262539,1043850,20820,1757585,1269469,460424,27691,2017,SouthCentral,0
2017-05-14,0.92,6551804,3340446,1114123,22104,2075129,1494262,545591,35275,2017,SouthCentral,0
2017-05-07,0.85,7922898,4093101,1453770,18738,2357288,1526967,810444,19875,2017,SouthCentral,0
2017-04-30,0.86,7483931,3221294,1692107,38275,2532253,1460631,1049435,22186,2017,SouthCentral,0
2017-04-23,0.83,7523061,3396320,1500545,27770,2598424,1675300,895408,27715,2017,SouthCentral,0
2017-04-16,0.88,6949890,3783304,1212653,23850,1930082,1783244,127878,18959,2017,SouthCentral,0
2017-04-09,0.92,6183823,3415501,1234042,39098,1495179,1318526,152730,23922,2017,SouthCentral,0
2017-04-02,0.84,6777539,3916659,1012267,24556,1824056,1494823,309395,19836,2017,SouthCentral,0
2017-03-26,0.93,5805541,3391002,978691,27689,1408158,1322350,66091,19717,2017,SouthCentral,0
2017-03-19,0.94,5498742,3186678,1033840,65215,1213007,1165809,31725,15472,2017,SouthCentral,0
2017-03-12,0.93,5316530,3199639,870253,138376,1108260,1040138,52798,15323,2017,SouthCentral,0
2017-03-05,0.87,5637789,3275101,959531,154394,1248762,1200644,40174,7943,2017,SouthCentral,0
2017-02-26,0.7,6808805,4318255,822773,142658,1525118,1359306,146644,19167,2017,SouthCentral,0
2017-02-19,0.75,5953222,2869772,1114706,207634,1761109,1408219,330575,22314,2017,SouthCentral,0
2017-02-12,0.68,7043078,3640314,1098974,215201,2088587,1790736,276301,21549,2017,SouthCentral,0
2017-02-05,0.62,9421609,5160896,1821670,430538,2008503,1652465,346207,9829,2017,SouthCentral,0
2017-01-29,0.76,6449698,4041490,922431,173874,1311901,996674,306892,8333,2017,SouthCentral,0
2017-01-22,0.74,6207638,4020198,957479,23685,1206275,1066264,128528,11482,2017,SouthCentral,0
2017-01-15,0.68,7103726,4335593,1264050,18959,1485123,1360058,110035,15029,2017,SouthCentral,0
2017-01-08,0.74,6347964,3529761,1305030,18206,1494967,1296031,183062,15873,2017,SouthCentral,0
2017-01-01,0.64,6687273,3587283,1719720,27548,1352721,1105953,230434,16334,2017,SouthCentral,0
2017-12-31,1.08,4651107,2795828,448136,12621,1394521,807942,571443,15135,2017,Southeast,0
2017-12-24,1.31,3077843,1732070,277003,14230,1054539,708818,322895,22825,2017,Southeast,0
2017-12-17,1.01,3751927,2208030,341376,15056,1187463,728007,442491,16964,2017,Southeast,0
2017-12-10,1.02,4091257,2353835,373395,17836,1346190,817967,511116,17107,2017,Southeast,0
2017-12-03,1.21,3452207,2032331,328178,21381,1070317,737179,318086,15051,2017,Southeast,0
2017-11-26,1.32,2743409,1577493,251975,8058,905883,606486,282761,16635,2017,Southeast,0
2017-11-19,1.2,3446284,1997537,326446,12078,1110222,674139,423999,12084,2017,Southeast,0
2017-11-12,1.28,3422495,1947873,312578,12862,1149182,818630,314965,15586,2017,Southeast,0
2017-11-05,1.34,3194059,1801086,298601,10159,1084212,767422,305652,11137,2017,Southeast,0
2017-10-29,1.23,3856643,2294505,395328,9660,1157148,722262,425157,9728,2017,Southeast,0
2017-10-22,1.54,3133906,1888095,344382,8075,893353,544946,348391,16,2017,Southeast,0
2017-10-15,1.71,2896732,1662424,323402,3543,907361,595753,311512,94,2017,Southeast,0
2017-10-08,1.72,3072184,1834789,292733,2599,942062,621238,320687,136,2017,Southeast,0
2017-10-01,1.82,2755546,1532669,403538,3143,816195,534947,281145,102,2017,Southeast,0
2017-09-24,1.72,2761067,1656715,380146,2733,721471,441533,279631,306,2017,Southeast,0
2017-09-17,1.66,2816590,1623450,438322,2874,751943,367156,382447,2339,2017,Southeast,0
2017-09-10,1.61,2707005,1511637,383131,4113,808123,537849,238131,32142,2017,Southeast,0
2017-09-03,1.7,3049931,1745317,443460,4599,856553,545847,277105,33599,2017,Southeast,0
2017-08-27,1.54,3005445,1702152,429629,3466,870197,513450,295204,61541,2017,Southeast,0
2017-08-20,1.52,3113164,1729866,444533,3377,935387,544185,352850,38351,2017,Southeast,0
2017-08-13,1.42,3654633,1989685,556375,3729,1104843,607668,425033,72141,2017,Southeast,0
2017-08-06,1.41,3282864,1799095,507685,3572,972509,569390,337374,65744,2017,Southeast,0
2017-07-30,1.38,3266646,1874296,498800,3558,889990,525044,321214,43731,2017,Southeast,0
2017-07-23,1.36,3580363,2109070,533696,3991,933604,523093,346162,64348,2017,Southeast,0
2017-07-16,1.36,3516276,2006796,518858,4070,986550,596733,324532,65284,2017,Southeast,0
2017-07-09,1.32,3491991,1930025,485914,4529,1071521,636669,342065,92787,2017,Southeast,0
2017-07-02,1.33,3979264,2219034,549006,4778,1206443,676830,437058,92555,2017,Southeast,0
2017-06-25,1.28,3666944,2101935,442822,3465,1118720,612556,434645,71518,2017,Southeast,0
2017-06-18,1.35,3404457,1995540,416295,3535,989085,546899,350819,91366,2017,Southeast,0
2017-06-11,1.33,4151016,2451659,483092,4402,1211863,691324,449983,70554,2017,Southeast,0
2017-06-04,1.34,4237221,2520206,473205,4226,1239583,719958,474483,45140,2017,Southeast,0
2017-05-28,1.38,3916908,2252109,450910,5062,1208826,789659,371172,47993,2017,Southeast,0
2017-05-21,1.38,3609377,2047913,423449,7101,1130913,714273,375844,40794,2017,Southeast,0
2017-05-14,1.36,3560841,1996527,387915,8542,1167856,781111,343498,43246,2017,Southeast,0
2017-05-07,1.14,5391717,3160480,682416,6155,1542665,866807,644104,31753,2017,Southeast,0
2017-04-30,1.24,4698266,2790480,656888,4042,1246855,695716,513525,37613,2017,Southeast,0
2017-04-23,1.39,3503236,1956787,445304,3585,1097559,726576,359238,11743,2017,Southeast,0
2017-04-16,1.37,3418235,1841481,429995,3755,1143002,740336,378277,24388,2017,Southeast,0
2017-04-09,1.41,3257901,1813137,432542,4014,1008206,620397,359415,28393,2017,Southeast,0
2017-04-02,1.49,3289069,1771188,432476,3724,1081679,720880,345797,15001,2017,Southeast,0
2017-03-26,1.52,3149349,1691953,444119,4008,1009267,619190,366946,23131,2017,Southeast,0
2017-03-19,1.45,3168368,1643034,443255,4278,1077799,685021,374167,18610,2017,Southeast,0
2017-03-12,1.45,3130784,1661752,452054,4318,1012659,629441,373081,10136,2017,Southeast,0
2017-03-05,1.39,3078856,1616582,446313,6013,1009947,636964,368181,4801,2017,Southeast,0
2017-02-26,1.09,3780081,2009302,536981,6635,1227162,876737,337642,12783,2017,Southeast,0
2017-02-19,1.14,3178563,1648815,483659,4681,1041406,695382,330922,15102,2017,Southeast,0
2017-02-12,0.91,4584245,2444616,806769,5419,1327439,800309,522265,4865,2017,Southeast,0
2017-02-05,0.81,7545938,3878267,1537592,10563,2119515,1194582,919049,5882,2017,Southeast,0
2017-01-29,1.12,4143712,1855817,719826,6139,1561928,947470,611716,2740,2017,Southeast,0
2017-01-22,0.97,4992701,1897606,1188251,11258,1895585,834407,1059745,1432,2017,Southeast,0
2017-01-15,1.17,3843139,1686737,724373,5637,1426391,784077,641123,1190,2017,Southeast,0
2017-01-08,1.17,3512131,1510770,635042,5892,1360426,818150,540435,1840,2017,Southeast,0
2017-01-01,0.94,4655896,1826477,1085898,9296,1734224,731587,1000752,1883,2017,Southeast,0
2017-12-31,0.94,98086,30325,36245,501,31014,24405,6544,63,2017,Spokane,0
2017-12-24,1.32,66895,17243,20939,534,28176,20309,7796,71,2017,Spokane,0
2017-12-17,1.34,61276,16166,17749,328,27032,20076,6919,36,2017,Spokane,0
2017-12-10,1.2,74626,20460,20182,397,33585,26559,6994,32,2017,Spokane,0
2017-12-03,1.16,80464,23473,17884,378,38729,33362,5310,57,2017,Spokane,0
2017-11-26,1.49,48850,12988,15594,252,20016,14612,5404,0,2017,Spokane,0
2017-11-19,1.3,64230,17283,16712,410,29825,17010,12808,7,2017,Spokane,0
2017-11-12,1.17,86928,23286,19991,458,43193,37987,5076,130,2017,Spokane,0
2017-11-05,1.32,78530,22345,19106,286,36791,31681,5078,32,2017,Spokane,0
2017-10-29,1.41,70870,20428,21686,276,28477,23106,5310,60,2017,Spokane,0
2017-10-22,1.31,77451,21170,32061,223,23996,17308,6657,30,2017,Spokane,0
2017-10-15,1.6,63283,15839,26443,98,20902,13661,7156,84,2017,Spokane,0
2017-10-08,1.82,56315,13845,22168,38,20263,13676,6543,44,2017,Spokane,0
2017-10-01,1.83,55420,13935,20908,26,20549,13317,7186,45,2017,Spokane,0
2017-09-24,1.84,54348,13393,20303,124,20527,13723,6762,41,2017,Spokane,0
2017-09-17,1.66,65219,16477,28242,34,20464,12775,7598,90,2017,Spokane,0
2017-09-10,1.89,57493,15581,21528,94,20289,11533,8688,67,2017,Spokane,0
2017-09-03,1.58,75840,20808,22824,102,32105,24386,7714,4,2017,Spokane,0
2017-08-27,1.42,86969,24242,22050,71,40604,34697,5902,4,2017,Spokane,0
2017-08-20,1.65,72084,19604,23704,189,28585,19888,8696,0,2017,Spokane,0
2017-08-13,1.67,68140,16296,26112,100,25631,16335,9284,11,2017,Spokane,0
2017-08-06,1.55,77832,20501,29823,121,27385,17489,9861,34,2017,Spokane,0
2017-07-30,1.56,75067,18393,29605,88,26979,16550,10298,130,2017,Spokane,0
2017-07-23,1.44,77668,17050,35913,88,24614,13712,10899,2,2017,Spokane,0
2017-07-16,1.35,86112,26467,25825,241,33578,23087,10239,250,2017,Spokane,0
2017-07-09,0.97,128455,26682,32986,119,68666,68576,46,44,2017,Spokane,0
2017-07-02,1.2,102306,19186,34732,150,48238,48093,35,109,2017,Spokane,0
2017-06-25,1.12,103925,22126,27886,69,53842,53465,377,0,2017,Spokane,0
2017-06-18,1.11,103313,21695,28464,84,53069,53053,8,7,2017,Spokane,0
2017-06-11,1.16,94583,16949,27300,62,50270,50207,13,49,2017,Spokane,0
2017-06-04,1.16,97756,18046,29061,52,50596,50585,0,10,2017,Spokane,0
2017-05-28,1.15,102536,20265,31394,156,50721,50674,33,13,2017,Spokane,0
2017-05-21,1.14,92273,20886,26056,196,45133,44915,143,75,2017,Spokane,0
2017-05-14,1.08,108411,23815,31405,68,53120,53015,18,86,2017,Spokane,0
2017-05-07,1.0,140992,35074,44285,68,61563,57195,4035,331,2017,Spokane,0
2017-04-30,1.02,114753,22231,28664,64,63792,63101,688,2,2017,Spokane,0
2017-04-23,1.02,100154,21016,31935,63,47138,47076,6,55,2017,Spokane,0
2017-04-16,1.09,101877,22310,24057,131,55377,55362,6,8,2017,Spokane,0
2017-04-09,0.93,126295,31685,42399,28,52181,51852,316,13,2017,Spokane,0
2017-04-02,1.12,95055,20769,26687,12,47586,47511,43,32,2017,Spokane,0
2017-03-26,1.09,93209,20638,24121,21,48427,48412,9,5,2017,Spokane,0
2017-03-19,0.92,110951,22275,24389,64,64221,63117,1074,29,2017,Spokane,0
2017-03-12,0.83,132799,23152,30302,51,79293,74945,4149,199,2017,Spokane,0
2017-03-05,0.85,128940,22154,31330,54,75400,43180,32199,21,2017,Spokane,0
2017-02-26,0.75,122591,19681,26454,531,75924,58196,17637,90,2017,Spokane,0
2017-02-19,0.85,101482,19026,19163,314,62977,53957,8989,30,2017,Spokane,0
2017-02-12,0.77,110492,21706,27884,42,60858,44301,16496,60,2017,Spokane,0
2017-02-05,0.76,165785,30442,47312,527,87503,63590,23843,68,2017,Spokane,0
2017-01-29,0.84,112192,20867,25238,27,66059,56084,9927,48,2017,Spokane,0
2017-01-22,0.88,113430,19006,38753,153,55517,49749,5680,86,2017,Spokane,0
2017-01-15,0.93,107376,15011,31840,438,60086,58001,2063,20,2017,Spokane,0
2017-01-08,0.78,144931,16655,59371,68,68836,61628,7043,163,2017,Spokane,0
2017-01-01,0.87,115041,11707,43700,511,59123,58631,415,76,2017,Spokane,0
2017-12-31,1.14,192170,96909,6606,263,88390,67703,20686,0,2017,StLouis,0
2017-12-24,1.38,149940,71923,12725,321,64970,52479,12490,0,2017,StLouis,0
2017-12-17,1.17,154325,70752,5892,273,77407,59608,17799,0,2017,StLouis,0
2017-12-10,1.18,156410,59840,6577,153,89840,61719,28120,0,2017,StLouis,0
2017-12-03,1.37,132165,61716,6514,320,63616,41245,22371,0,2017,StLouis,0
2017-11-26,1.31,126244,59506,10345,547,55845,37032,18813,0,2017,StLouis,0
2017-11-19,1.23,152206,70695,6761,374,74375,58388,15987,0,2017,StLouis,0
2017-11-12,1.3,169251,89557,7643,136,71915,51019,20896,0,2017,StLouis,0
2017-11-05,1.55,125685,58145,16129,588,50821,44600,6221,0,2017,StLouis,0
2017-10-29,1.34,134388,83829,11655,117,38786,34224,4562,0,2017,StLouis,0
2017-10-22,1.61,120265,72104,8866,81,39212,34007,5199,5,2017,StLouis,0
2017-10-15,1.75,125434,56251,17904,50,51227,41063,10136,27,2017,StLouis,0
2017-10-08,1.83,127591,50280,6489,77,70744,51510,19224,9,2017,StLouis,0
2017-10-01,1.83,129576,53230,6365,139,69841,48257,21570,13,2017,StLouis,0
2017-09-24,1.83,144890,55004,7796,126,81963,58921,23031,9,2017,StLouis,0
2017-09-17,1.72,122734,52470,9190,74,60999,46655,14303,39,2017,StLouis,0
2017-09-10,1.47,197546,109797,15410,55,72282,61599,10532,150,2017,StLouis,0
2017-09-03,1.69,155772,71468,15124,147,69031,53354,11043,4633,2017,StLouis,0
2017-08-27,1.71,153581,68563,18506,214,66297,53462,6959,5874,2017,StLouis,0
2017-08-20,1.6,168054,77753,20659,233,69408,60881,5823,2702,2017,StLouis,0
2017-08-13,1.49,169526,81583,16239,251,71452,60139,7179,4133,2017,StLouis,0
2017-08-06,1.49,163833,73948,18312,174,71397,57720,9088,4588,2017,StLouis,0
2017-07-30,1.52,154896,66450,19148,157,69139,62761,4260,2117,2017,StLouis,0
2017-07-23,1.33,194261,99724,17159,192,77184,66945,5322,4915,2017,StLouis,0
2017-07-16,1.45,176564,77376,17792,217,81177,66888,11069,3219,2017,StLouis,0
2017-07-09,1.26,214965,107971,10695,123,96174,94133,2005,35,2017,StLouis,0
2017-07-02,1.14,192174,102625,9979,461,79108,78516,525,66,2017,StLouis,0
2017-06-25,1.31,185418,76172,13284,121,95839,79384,15959,494,2017,StLouis,0
2017-06-18,1.3,201993,76343,14887,140,110621,87817,20679,2124,2017,StLouis,0
2017-06-11,1.32,197442,76191,15824,224,105202,84981,16665,3556,2017,StLouis,0
2017-06-04,1.28,211538,80655,13450,895,116537,90030,21035,5471,2017,StLouis,0
2017-05-28,1.23,220314,79848,14664,490,125310,102547,17838,4924,2017,StLouis,0
2017-05-21,1.17,229193,93195,13886,178,121934,98532,20541,2859,2017,StLouis,0
2017-05-14,1.3,196829,67091,10233,147,119356,89952,29354,50,2017,StLouis,0
2017-05-07,1.37,214795,85199,18033,265,111296,78386,32515,394,2017,StLouis,0
2017-04-30,1.37,200743,118005,22429,203,60105,59450,191,462,2017,StLouis,0
2017-04-23,1.51,174613,82661,23248,252,68450,67084,57,1308,2017,StLouis,0
2017-04-16,1.52,144788,65731,20965,237,57854,55907,77,1869,2017,StLouis,0
2017-04-09,1.27,145196,77305,12263,83,55543,55522,21,0,2017,StLouis,0
2017-04-02,1.33,116596,63506,8377,75,44636,44610,26,0,2017,StLouis,0
2017-03-26,1.33,110960,46092,8922,72,55872,55422,383,66,2017,StLouis,0
2017-03-19,1.18,136296,64278,9737,94,62186,51285,10900,0,2017,StLouis,0
2017-03-12,1.36,102939,48343,10325,49,44220,43898,321,0,2017,StLouis,0
2017-03-05,1.38,112515,48508,8252,60,55693,48821,6872,0,2017,StLouis,0
2017-02-26,1.29,142253,53308,12854,123,75966,61695,14271,0,2017,StLouis,0
2017-02-19,1.09,144525,76057,8727,161,59579,52365,7213,0,2017,StLouis,0
2017-02-12,0.99,153045,60850,12420,163,79611,79283,98,230,2017,StLouis,0
2017-02-05,0.88,237276,131630,15888,160,89597,79805,9792,0,2017,StLouis,0
2017-01-29,1.0,192362,80253,15081,159,96867,63464,33402,0,2017,StLouis,0
2017-01-22,1.14,155424,63018,8315,105,83985,54350,29635,0,2017,StLouis,0
2017-01-15,1.11,183270,71169,10367,63,101669,72670,28999,0,2017,StLouis,0
2017-01-08,1.11,152614,65552,10274,133,76654,58010,18595,48,2017,StLouis,0
2017-01-01,1.11,144323,90181,10226,212,43702,39615,4087,0,2017,StLouis,0
2017-12-31,1.39,59077,2596,41694,23,14763,11544,3218,0,2017,Syracuse,0
2017-12-24,1.31,57784,2688,34404,45,20645,17602,3042,0,2017,Syracuse,0
